item_no,property_no,acquisition_date,measurement_unit,quantity,particulars, unit_cost ,remarks,end_user,status
10,2022-485,2022-09-05,17,1,"Keyboard, A4TEch", 400.00 ,,134,Active
11,2022-554,2022-09-30,17,1,"Mouse, A4Tech", 150.00 ,,134,Active
12,2022-727,2022-12-21,30,1,CPU Assembled," 40,700.00 ",,134,Active
13,"2024-134,2024-135",2024-01-08,17,2,"Headphone, Jabra Evolve 65"," 14,500.00 ",,134,Active
14,"2022-688,2022-689,2022-690",2022-12-02,17,3,Gaming Mouse, 490.00 ,,134,Active
15,"2022-581,2022-582",2022-09-30,17,2,"Mouse, A4Tech", 150.00 ,,134,Active
16,"2024-105,2024-106",2024-01-09,30,2,Synology Beedrive 1TB Personal Backup Hub," 8,850.00 ",,134,Active
17,"2024-113, 2024-114, 2024-115",2024-01-09,17,5,"Monitor, AOC 27"""," 6,900.00 ",,134,Active
18,"2024-130,2024-132",2024-01-09,17,5,"UPS, Eaton 5A 12001-NEMA 1200VA/650W"," 6,000.00 ",,134,Active
19,"2023-891,2023-892",2023-12-21,30,2,"Laptop, Acer TravelMate P2, TMP 214-536-580M"," 46,995.00 ",,134,Active
20,"2023-898,2023-899",2023-12-21,30,2,"Web Camera, Logitech C922HD Pro, 1080P"," 6,800.00 ",,134,Active
21,"2023-901,2023-902",2023-12-21,30,2,"Wireless Presentation Clicker, Logitech R400"," 1,995.00 ",,134,Active
22,2023-904,2023-12-21,30,1,"Projector, Epson RB-X51"," 31,800.00 ",,134,Active
23,2024-277,2024-01-18,17,1,"Stapler, Standard type, SQI Brand", 165.00 ,,134,Active
24,SPLV-2024-03-387,2024-03-08,17,1,"Tape Dispenser, Heavy Duty, Table Top, Sure Brand", 95.00 ,,134,Active
25,SPLV-2024-03-338,2024-03-05,17,1,"Puncher, Heavy duty, 2-hole guide", 150.00 ,,134,Active
26,"SPHV-2024-07-647,SPHV-2024-07-657",2024-06-20,30,2,"Ergonomic Office Chair, Gaming Chair"," 7,500.00 ",,134,Active
27,SPHV-2024-07-707,2024-07-17,30,1,"Portable Tablet, Samsung Tab S9+"," 42,900.00 ",,134,Active
28,SPLV-2024-10-958,2024-10-11,17,1,"Powerbank, Ugreen 10,000mAh"," 1,100.00 ",,134,Active
1,32-14,2014-01-16,30,1,"Executive chair, arm leatherette cover"," 4,028.00 ",,161,Active
2,ARE 14-407,,30,1,Computer desktop," 23,231.65 ",,161,Active
3,15-120,2015-11-03,30,1,Triton Generator," 320,948.00 ",,161,Active
4,ARE 14-406,,30,1,"Computer Desktop, Intel i5, 2GB RAM, 1Tb Hard disk Drive, with CD/DVD Combo drive , mouse and keyboard, LCD monitor"," 23,231.65 ",,161,Active
5,ARE 14-423,2014-12-29,17,1,CPU assembled," 23,231.65 ",,161,Active
6,ICS 16-350,2016-06-07,17,1,"Swivel chair, executive, leather, high back"," 3,950.00 ",,161,Active
7,2017-317,2017-07-24,30,1,"Smart LED TV, My View"," 10,500.00 ",HEMS,161,Active
8,2017-12-045,2017-12-08,30,1,"Desktop Computer, HP 280 G2 Microtower"," 49,151.74 ",,161,Active
9,"2017-396,2017-397,2017-398",2017-10-24,17,3,Portable External Hard Drive," 5,388.00 ",,161,Active
10,2018-672,2018-11-12,30,1,"Printer, All-in-One, Print-Scan-Copy, CANON G3010"," 10,200.00 ",,161,Active
11,2018-513,,17,1,"Wireless Clicker, Pointer, PISEN"," 1,999.00 ",from V. Ingen,161,Active
12,2020-091,2020-01-24,17,1,"Steel Cabinet, 4 layers"," 6,995.00 ",,161,Active
13,2020-1165,2020-03-09,30,1,"Steel Cabinet, 400W x 550H x 650mmD, Black"," 3,880.00 ",,161,Active
14,2020-1417,2020-07-16,30,1,"Xenon LED TV 32"""," 11,280.00 ",,161,Active
15,2020-1120,2020-06-16,17,1,"BACKPACK, Ultralightweight"," 2,000.00 ",from: V. Lumbania,161,Active
16,2019-176,,17,1,Storage Box, 510.00 ,from: V. Lumbania,161,Active
17,ICS 15-294,2015-08-18,12,1,Biomedical Technical Kit," 3,415.00 ",from: V. Lumbania,161,Active
18,"855-11,856-11",2011-09-21,30,2,"Cabinet, 3 drawers, stainless"," 7,000.00 ",from: E. Bugnosen,161,Active
19,1016-11,2011-12-06,30,1,Kendrix Extradication Device," 6,751.50 ",from: E. Bugnosen,161,Active
20,"503-10,500-10",2010-11-24,17,2,Cabinet 3 drawers (steel)," 7,000.00 ",from: E. Bugnosen,161,Active
21,439-10,,17,1,"Nebulizer compressor, pulmo-Aid compact"," 7,000.00 ",from: E. Bugnosen,161,Active
22,065-08,2008-07-22,17,1,"Resuscitator, Manual, pedia"," 9,800.00 ",from: E. Bugnosen,161,Active
23,157-10,2010-02-17,17,1,"Resuscitator, Manual, Adult"," 9,800.00 ",from: E. Bugnosen,161,Active
24,158-10,2010-08-17,17,1,"Resuscitator, Manual, child"," 9,800.00 ",from: E. Bugnosen,161,Active
25,224-10,2010-05-14,17,1,Camping camp tents with DOH logo," 8,260.00 ",from: E. Bugnosen,161,Active
26,"0325-13, 0326-13, 0327-13, 0328-13, 0329-13, 0330-13, 0331-13, 0332-13, 0333-13, 0334-13",2013-06-05,30,10,"Manikin, Infant w/ light sensor & clicker"," 9,500.00 ",from: E. Bugnosen,161,Active
27,0407-11E,2011-03-14,30,1,"Oxygen Tank, 15lbs"," 5,980.00 ",from: E. Bugnosen,161,Active
28,667-13,2013-12-10,30,1,CPR Manikin. Child," 9,900.00 ",,161,Active
29,2021-043,2021-01-14,30,1,"UPS, Kstar 1000VA"," 4,500.00 ",,161,Active
30,2021-051,2021-01-14,17,1,"Webcam, A4Tech, 1080p"," 1,493.00 ",,161,Active
31,2021-189,2021-01-20,17,1,"Extension Cord, 6 gang, 5 meters w/ CE mark", 995.00 ,,161,Active
32,2021-1010,2021-07-30,30,1,USB Headset with microphone and noise cancellation," 1,900.00 ",,161,Active
33,2019-984,2019-12-11,30,1,"Office Table, 120cm x 60cm x75 width, 4 drawers"," 4,490.00 ",from: V. Salacyao,161,Active
34,2017-400,2017-10-13,17,1,Swivel Chair," 5,250.00 ",from: C. Marquez,161,Active
35,22-06-038,2022-06-14,30,1,Assembled CPU,"37,928.00",,161,Active
36,2022-336,2022-05-30,30,1,"Keyboard & Mouse, A4Tech", 600.00 ,,161,Active
37,2022-199,2022-03-11,30,9100,"Monitor, Viewsonic 24""","9,100.00",,161,Active
38,1428-2K,1995-10-12,30,7500,"Planer, power, heavy duty 220V","7,500.00",,161,Active
39,2022-716,2022-12-15,30,1,"Laptop Computer, Acer TravelMate P2","42,800.00",,161,Active
40,2019-059,2019-01-17,30,1,"VOICE RECORDER, Sony PX 470"," 4,899.00 ",from: N. Cara,161,Active
41,2023-387,2023-07-24,17,1,"Monitor, AOC 27"""," 7,050.00 ",,161,Active
42, 2021-1379,2021-08-06,30,1,"Keyboard, Logitech", 700.00 ,from: J. Pira,161,Active
43,2022-042 ,2022-01-10,30,1,"Monitor, Atlas 22"""," 6,500.00 ",from: J. Pira,161,Active
44,2022-239,2021-12-29,17,1,Extension Cord, 430.00 ,from: J. Pira,161,Active
45,22-05-021,2022-05-02,30,1,Assembled CPU," 56,650.00 ",from: J. Pira,161,Active
46,2022-625,2022-01-31,30,1,"Printer, Brother MFC T920DW"," 14,150.00 ",from: J. Pira,161,Active
47,2022-419,2022-06-14,17,1,"Office Table, with center drawer & 3 side drawers with lock, narra plywood, strong & durable, natural color, L100 x W50cm x H75cm"," 4,500.00 ",M. Bania-ao,161,Active
48, 2022-421(1),2022-06-14,17,1,"Office Table, with center drawer & 3 side drawers with lock, narra plywood, strong & durable, natural color, L100 x W50cm x H75cm","4,500.00",from: J. Morareng,161,Active
49,2019-977,2019-12-11,30,1,"OFFICE TABLE, 120cm x 60cm x 75 with 4 drawers"," 4,490.00 ",from: J. Morareng,161,Active
50,SPHV-2024-12-1134,2024-12-16,30,1,"Laptop, MSI Modern 15"," 48,900.00 ",from: A. Sumadchat,161,Active
1,2018-037,2017-10-13,17,1,"Scanner, sheed fed, optical res., Brother DS 620"," 11,650.00 ",,274,Active
2,"2020-0080,2020-081",2020-01-21,17,2,HDMI Cable," 1,050.00 ",,274,Active
3,2020-095,2020-01-21,30,1,Laptop," 14,990.00 ",,274,Active
4,2020-047,2020-02-12,30,1,"Printer, 3-in-1 , refillable ink Tank systmen Printer, EPSON L3110"," 8,050.00 ",,274,Active
5,2020-1028,2020-02-26,30,1,"Tape Dispenser, sonic slim", 117.00 ,from: M. Puguon,274,Active
6,2020-1686,2020-10-29,30,1,"Computer Table, GP 1201"," 4,500.00 ",,274,Active
7,2021-1599,2021-10-06,30,1,"Monitor, Viewplus 23.8"""," 6,678.00 ",,274,Active
8,2021-1173,2021-09-03,17,1,"Keyboard, multi media laser printing, USB wired and 1.5meter cable", 700.00 ,,274,Active
9,2021-1403,2021-09-03,17,1,"Mouse, optical, USB connection type", 400.00 ,,274,Active
10,2022-535,2022-09-30,17,1,"Keyboard, A4Tech", 400.00 ,,274,Active
11,"2022-574,2022-575",2022-09-30,17,2,"Mouse, A4TEch", 150.00 ,,274,Active
12,2023-223,2023-05-17,17,1,"Tape Dispenser, Joy Brand", 95.00 ,,274,Active
13,2023-273,2022-01-20,30,1,"Printer, HP 107W"," 8,176.00 ",,274,Active
14,2023-238,2023-05-16,17,1,"Stapler, standard type, Joy Brand", 120.00 ,,274,Active
15,2023-292,2023-06-14,17,1,"Calculator, TM-12", 200.00 ,,274,Active
16,"2023-560, 2023-561, 2023-562, 2023-563, 2023-564, 2023-565, 2023-566, 2023-567, 2023-568",2023-10-05,17,9,"Flip Top Storage Box, Transparent, 95L", 525.00 ,,274,Active
17,2023-572,2023-09-26,23,1,"Sofa Set, 4 pieces, 1 center table, 2 one seater chair, 1 4 seater chair"," 28,400.00 ",,274,Active
18,"2023-588,2023-589",2023-10-09,17,2,"Trash Bin with swing cover, 50L capacity, plastic material, Black", 720.00 ,,274,Active
19,"2023-590, 2023-591, 2023-592, 2023-593",2023-10-09,17,4,"Narrow Corner table, 2 drawers, Gray", 720.00 ,,274,Active
20,"2023-594,2023-595",2023-10-09,17,2,"Heavy Duty Tower Fan, Blakk, 29"""," 42,000.00 ",,274,Active
21,"2023-605,2023-606",2023-10-16,17,2,Bathroom Wall Mirror, 700.00 ,,274,Active
22,"2023-607, 2023-608, 2023-609, 2023-610, 2023-611, 2023-612, 2023-613, 2023-614, 2023-615, 2023-616",2023-10-16,17,10,"Storage Box, transparent, 56L Capacity", 590.00 ,,274,Active
23,"2023-617, 2023-618, 2023-619, 2023-620





",2023-10-16,17,4,"Storage Box, transparent, 16L Capacity", 300.00 ,,274,Active
24,2023-621,2023-10-16,17,1,Umbrella Stand," 1,100.00 ",,274,Active
25,"2023-775,2023-776",2023-11-17,17,2,"Steel Cabinet, Large Size, 4 drawers, Jersey FC-4D"," 7,350.00 ",,274,Active
26,SPHV-2024-08-782,2024-08-06,30,1,"Printer, Epson L5290"," 14,100.00 ",,274,Active
1,"2018-293,2018-294,2018-295",2018-07-11,30,3,3.0 USB Ports External Hub, 600.00 ,,190,Active
2,2018-296,2018-07-11,30,1,"Hard Disk Drive, External, 1TB Shockproof"," 3,130.00 ",,190,Active
3,"2020-0107,2020-107A",2020-01-21,30,2,UPS (AWP)," 7,800.00 ",,190,Active
4,2020-108,2020-01-21,30,1,"Mouse, Optical Wheel, Wireless", 890.00 ,,190,Active
5,200-1176,2020-03-11,30,1,"Puncher, 2 hole heavy duty, 7cm", 140.00 ,,190,Active
6,2019-917,1905-07-11,30,1,"Barcode Scanner/Reader, 3D"," 5,999.00 ",,190,Active
7,2020-1357,2020-07-02,17,1,"Calculator, 12 digits, solar, two powered", 895.00 ,,190,Active
8,2020-1862,2020-12-01,30,1,"Printer, Epson L5190"," 14,900.00 ",,190,Active
9,2020-1914,2020-12-09,30,1,"Steel Cabinet, Mobile Pedestal cabinet"," 5,450.00 ",,190,Active
10,"2021-275,2021-276",2021-03-04,17,2,"Office Chair, mid-back, 360 degrees swivel function, tilting mechanism, pneumatic height adjustment, 300mm, nylon bse with PU casters, 100kg maximum weight capacity"," 5,000.00 ",,190,Active
11,2022-124,2022-02-03,30,1,"Mouse, A4Tech", 280.00 ,,190,Active
12,2022-125,2022-02-03,30,1,"Keyboard, A4Tech", 450.00 ,,190,Active
13,2022-152,2022-02-11,30,1,"Printer, Epson L3250"," 12,990.00 ",,190,Active
14,2018-09-012,1905-07-08,30,1,LCD Projector," 42,000.00 ",from: G. Tiwing,190,Active
15,0015-13,2013-01-16,30,1,Digital Camera," 8,900.00 ",from: G. Tiwing,190,Active
16,2022-02-009,2022-03-15,30,1,Assembled CPU," 38,800.00 ",,190,Active
17,2019-1000 ,2020-01-02,30,3,"Pedestal steel Cabinet, small size"," 14,550.00 ",from: R. Liwaliw,190,Active
18,1185-2K,1995-12-31,30,1,"Filing Cabinet, Wooden, Open"," 6,500.00 ",,190,Active
19,2021-1274,2021-08-27,17,1,"Self-inking stamp, "" Certified True Copy""", 995.00 ,,190,Active
20,0005-2K,1995-09-30,30,1,Sala Set with upholstery," 13,619.00 ",,190,Active
21,2017-12-055,2017-12-13,30,1,"Desktop Computer,HP 280 G2 Microtower"," 49,151.74 ",,190,Active
22,158-06,2006-08-11,17,1,"Office Table, w/ glass top"," 6,200.00 ",,190,Active
23,2022-049,2022-01-10,30,1,"Monitor, Atlas 22"""," 6,500.00 ",,190,Active
24,2023-226,2023-05-17,17,1,"Tape Dispenser, Joy Brand", 95.00 ,,190,Active
25,2023-248,2023-05-16,17,1,"Extension Cord, 5 meters, 4 gang, Deli Brand", 995.00 ,,190,Active
26,2023-452,2023-08-14,17,1,"UPS, Secure 2000VA"," 5,300.00 ",,190,Active
27,2024-235,2024-01-24,17,1,"Executive Office Chair, Leather, Fixed Arm Rest, High back, Black, Jersey - JS289"," 4,485.00 ",,190,Active
28,2022-418 ,2022-06-14,17,1,"Office Table, with center drawer & 3 side drawers with lock, narra plywood, strong & durable, natural color, L100 x W50cm x H75cm"," 4,500.00 ",from: M. Bania-ao,190,Active
29,2024-128 ,2024-01-09,17,1,"UPS, Eaton 5A 12001-NEMA 1200VA/650W"," 6,000.00 ",from: J. Dongbo,190,Active
1,2024-068,2023-12-29,30,1,"Central Processing Unit, Intel i5, Adata 512GB, Kingston 16GB DDR4, Gigabyte GP-UD850GM 850W, Gigabyte GA-B760M-DS3H DDR4, Trendsonic HERMES HE19A Tempered Glass Panel ATX"," 37,000.00 ",,112,Active
2,2024-074,2023-12-29,30,1,"Monitrt, AOC 27"""," 6,900.00 ",,112,Active
3,2023-350,2023-07-17,23,1,"Keyaboard and Mouse, Logitech", 700.00 ,,112,Active
4,SPLV-2024-04-549,2024-04-05,30,1,"Executive Office Chair, Black Synthetic Leather, with lumbar support, heavy duty"," 4,500.00 ",,112,Active
5,"SPLV-2024-12-1114,SPLV-2024-12-1115",2024-12-11,17,2,"Stapler, standard type, MGK", 104.50 ,,112,Active
6,"SPLV-2024-12-1110,SPLV-2024-12-1111",2024-12-11,17,2,"Puncher, MGK", 160.00 ,,112,Active
1,2021-1020,2021-07-30,30,1,USB Headset with microphone and noise cancellation," 1,900.00 ",,143,Active
2,2021-1742,2021-11-04,17,1,"USB Wired Keyboard, Logitech K1200", 585.00 ,,143,Active
3,2021-12-199,2021-12-15,30,1,Assembled CPU," 54,690.00 ",,143,Active
4,2021-1935,2021-03-11,30,1,"Printer, Brother DCP-T710W"," 12,100.00 ",,143,Active
5,2022-077,2022-01-06,17,1,"External Hard Drive, 1TB Sandisk"," 2,950.00 ",,143,Active
6,15-97,1905-07-07,17,1,"Swivel chair, full back rest, black color with arm rest, leather reclining"," 2,700.00 ",from: T. Abenes,143,Active
7,2018-177,2018-04-24,30,1,"Office Table, w/ center drawer and side drawers, Narra plywood, strong & durable, natural color"," 3,985.00 ",from: T. Abenes,143,Active
8,2022-041,2022-01-10,30,1,"Monitor, Atlas 21.5"""," 6,500.00 ",,143,Active
9,2022-176,2022-02-16,17,1,Ergonomic Office Chair," 4,500.00 ",,143,Active
10,2022-313,2022-01-20,30,1,"Printer, HP Laser 107W"," 8,176.00 ",,143,Active
11,2021-046,2021-01-14,17,1,"Webcam, A4Tech, 1080p"," 1,493.00 ",from: V. Narciso,143,Active
12,2019-447,2019-05-14,30,1,"Computer Monitor, 18.5 inches LED monitro w/ stand, VIEWSONIC"," 3,450.00 ",from: M. Lomboy,143,Active
13,2022-651,2022-11-04,30,1,"Laptop, Lenovo Ideapad Slim, 15.6"""," 48,383.00 ",,143,Active
14,2023-242,2023-05-16,17,1,"Extension Cord, 5 meters, 4 gang, Deli Brand", 995.00 ,,143,Active
15,501-10,2010-11-24,30,1,"Steel Cabinet, 3 drawers"," 7,000.00 ",from: N. Cara,143,Active
16,2021-1019,2021-07-30,30,1,USB Headset with microphone and noise cancellation," 1,900.00 ",from: M. Olarte,143,Active
17,"2021-1520,2021-1521,2021-1522,2021-1524,2021-1525",2021-03-10,30,1,"Webcam, Logitech"," 7,990.00 ",from: C. Mamaradlo,143,Active
18,"2024-257, 2024-258, 2024-259, 2024-260",2024-01-29,17,4,"Swivel Chair, high back, leatherette, PVC Black Starbase, Black"," 2,980.00 ",,143,Active
19,SPLV-2024-02-306,2024-02-14,17,1,"Folding Table, 6ft., heavy duty"," 3,050.00 ",,143,Active
21,2023-430,2023-08-03,17,1,"Office Table, with drawers and cabinet with lock"," 9,000.00 ",from: P. Copero,143,Active
22,2023-432,2023-08-03,17,1,"Office Table, with drawers and cabinet with lock"," 9,000.00 ",from: R. Pili,143,Active
1,2017-475,2017-10-05,30,1,"Printer, 3-in-1, HP GT5910"," 7,800.00 ",,69,Active
2,169-06,2001-06-13,30,1,Filing cabinet 4 drawers (steel)," 7,954.55 ",fr. N. Pagadut,69,Active
3,147-06,2001-06-13,30,1,Filing cabinet 4 drawers vertical HERMACO," 7,954.55 ",fr. N. Pagadut,69,Active
4,2019-223,2019-02-15,30,1,"Wall clock, 18"" Big and clear numbers", 495.00 ,,69,Active
5,2019-757,2019-10-18,17,1,"Calculator, two-way power, 12 digits, Tilt display, JS-120, Casio 512 OF, 12 digits/ Solar & battery", 725.00 ,,69,Active
6,"2019-757A,2019-757B",2019-10-18,17,2,"Stapler,metal casing, loading capacity: 100 staples; stapling capacity: 50 sheets; heavy duty", 125.00 ,,69,Active
7,"2019-784,2019-785",2019-10-30,30,2,"Swivel Chair, Executive, Faux leather, high back with head rest"," 5,000.00 ",,69,Active
8,2019-12-109,2019-11-12,30,1,CPU ASSEMBLED (details: see PAR #: 19-020)," 32,050.00 ",,69,Active
9,2020-1355,2020-07-02,17,1,"Calculator, 12 digits, solar, two powered", 895.00 ,,69,Active
10,2019-909,2020-06-22,30,1,"Barcode Scanner/ Reader, 3D"," 5,999.00 ",,69,Active
11,"2021-031,2021-032",2021-01-14,17,2,"Puncher, 2 holes, heavy duty", 130.00 ,,69,Active
12,2021-119,2021-01-22,17,1,"Speakerphone, Mid-range portable USB and Bluetooth Speakerphone Speak 510, Jabra Speak 510"," 8,985.00 ",,69,Active
13,2021-156,2021-01-22,17,1,"4K Webcam with HDR abd Windows Hello support, 4K Ultra HD video calling, Logitech C930e"," 9,580.00 ",,69,Active
14,2021-578,2020-12-29,30,1,"Monitor (IPS Panel, 144-167 Hz, 27 inches, 0.5 - 1ms response time - HKC 27"" 1080 curved 1x4 HZ"," 12,500.00 ",,69,Active
15,2021-518,2021-06-21,30,1,"All -in-One Printer, Brother T720DW"," 14,900.00 ",,69,Active
16,"2021-1046,2021-1047,2021-1070",2021-08-03,17,3,"UPS, EATON 5L 1200 USB, 1200VA/600W,230V"," 6,800.00 ",,69,Active
17,21-08-61,2021-08-03,30,1,CPU Assembled," 44,603.00 ",,69,Active
18,2021-1111(1),2021-08-03,17,1,"Keyboard, Logitech", 700.00 ,,69,Active
19,"2021-1408,2021-1409",2021-08-03,17,n,"Mouse, Logitech", 400.00 ,,69,Active
20,21-09-97,2021-07-09,30,1,"Laptop Computer, Acer Nitro 5"," 50,562.00 ",,69,Active
21,2021-1423,2021-03-09,30,1,"Printer, Brother T420W"," 11,990.00 ",from: V. Delposo,69,Active
22,2021-1374,2021-08-26,17,1,"Keyboard, Logitech", 700.00 ,,69,Active
23,"2019-987,2019-988",2019-12-11,30,2,"Office Table, 120cmx 60cm x75 width, 4 drawers"," 4,490.00 ",,69,Active
24,2022-289,2021-08-18,30,1,"Printer, HP Laser 107W"," 14,150.00 ",,69,Active
25,74-06,2003-04-14,30,1,Hanging cabinet," 15,925.00 ",from: V. Salacyao,69,Active
26,2021-1597,2021-10-06,17,1,"Monitor, Viewplus 23.8"""," 6,678.00 ",,69,Active
27,2018-029,2018-01-04,30,1,"Swivel Chair, Ergonomic design, with foam covered with mesh"," 2,990.00 ",from; P. Castro,69,Active
28,2021-1209,2021-10-08,17,1,"Stapler with stape remover, #35 staple wire", 95.00 ,from; P. Castro,69,Active
29,2021-1432,2021-08-03,17,1,"Mouse, Logitech", 400.00 ,from; P. Castro,69,Active
30,2021-1375,2021-08-26,17,1,"Keyboard, Logitech", 700.00 ,from; P. Castro,69,Active
31,"2023-478,2023-479",2023-08-15,30,2,"Computer Central Processing Unit, Intel Core i7 12700, B660 Motherboard, Kingston 16GB DDR4, 512GB SSD M2, Seagate 1TB, Antec casing, Antec 850W Gold"," 41,300.00 ",,69,Active
32,2023-507,2023-07-19,17,1,"Whiteboard with metal frame, 72"" x 48"""," 2,300.00 ",,69,Active
33,2023-754,2023-11-16,30,1,"Keyboard, A4Tech", 450.00 ,,69,Active
34,2023-757,2023-11-16,30,1,"Mouse, A4Tech", 250.00 ,,69,Active
35,2023-760,2023-11-16,30,1,"Monitor, Viewplus 24"""," 5,500.00 ",,69,Active
36,2023-763,2023-11-16,30,1,"UPS, AWP 1500VA"," 5,100.00 ",,69,Active
37,2017-12-040,2017-12-08,30,1,"Desktop Computer, HP 280 G2 Microtower"," 49,151.74 ",from: C. Mamaradlo,69,Active
38,"2023-816, 2023-817, 2023-818, 2023-819, 2023-820",2023-12-01,17,5,"Puncher, 2 hole, Well's Brand", 150.00 ,,69,Active
39,2024-061,2023-12-19,30,1,"Laptop, Acer Cons A315-59-74BZ, Intek Core, i7-1255U, 15.6"""," 49,000.00 ",,69,Active
40,2023-357,2023-07-17,23,1,"Keyboard and Mouse, Logitech", 700.00 ,,69,Active
41,SPHV-2024-03-454,2024-03-13,30,1,"UPS, Eaton 1200VA/650W"," 5,950.00 ",,69,Active
42,"SPLV-2024-08-730,SPLV-2024-08-731",2024-07-19,30,2,"Headphone, Logitech H540"," 2,250.00 ",,69,Active
43,SPLV-2024-08-732,2024-07-19,30,1,"Headset, Redragon H848 IRE Pro Ultra Light Wireless"," 1,900.00 ",,69,Active
44,"SPHV-2024-08-744,SPHV-2024-08-745",2024-07-19,30,2,"Printer, Epson L5290"," 14,000.00 ",,69,Active
45,"SPLV-2024-07-697,SPLV-2024-07-698,SPLV-2024-07-699",2024-07-17,30,3,"Extension Cord, Flat 2 core (5M) 220-250V", 260.00 ,,69,Active
46,2024-00-10605030-10-PSU,2024-10-04,30,1,Computer Central Processing Unit," 51,950.00 ",,69,Active
47,SPHV-2024-10-940,2024-10-04,17,1,"Monitor, Samsung 27"""," 6,950.00 ",,69,Active
48,"SPLV-2024-12-1053,SPLV-2024-12-1054",2024-11-29,17,2,"External Heard Drive, Toshiba, 1TB"," 2,995.00 ",,69,Active
49,SPLV-2024-12-1076,2024-12-05,30,1,"Wireless Mouse, Logitech", 700.00 ,,69,Active
50,SPLV-2024-12-1085,2024-12-05,30,1,"UPS, Eaton 5A 700I-NEMA 700VA/360W"," 2,050.00 ",,69,Active
51,"SPLV-2024-12-1093,SPLV-2024-12-1094,SPLV-2024-12-1095",2024-12-05,30,3,"Keyboard, Logitech K120", 450.00 ,,69,Active
52,2024-00-10605030-13-CBCT,2024-10-04,30,1,Computer Central Processing Unit," 51,950.00 ",,69,Active
53,SPHV-2024-10-943,2024-10-04,30,1,"Monitor, Samsung 27"""," 6,950.00 ",,69,Active
54,SPLV-2025-01-046,2024-12-13,17,1,"Calculator, Joy JCA-1275", 350.00 ,,69,Active
